Quarter,Series,Seasonality adjustment,Region,Region Code,Industry,Industry Code,Value,Value Unit,Value Label
2013 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",566,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",569.3,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",565.5,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",578,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",579.8,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",588.3,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",589.5,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",588.3,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",590.7,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",590,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",608.8,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",617.9,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",620.9,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",629.8,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",630.1,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",645.2,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",672.7,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",686.8,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",690.7,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",700.3,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",707.5,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",722.9,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",729.8,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",749.2,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",747.8,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",746.5,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",763.9,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",768.4,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",792.9,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",668.1,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",878.6,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",846.3,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",877.4,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",908.8,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",883.4,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",935.1,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",932.6,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",936.4,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",960.7,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",954.4,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",945.2,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",953.1,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",967.8,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",940.9,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",950.4,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",947.7,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",929.3,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",940.2,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",942,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",543.5,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",548.7,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",552.7,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",554.8,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",557.4,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",559.3,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",562.3,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",566,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",567.7,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",570.2,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",575.3,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",582,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",586.9,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",589.4,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",589.2,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",588.6,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",594,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",606.5,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",617.3,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",622.9,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",627,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",632,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",646.9,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",670.3,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",686.8,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",692.4,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",699,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",709.5,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",720.1,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",733.7,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",745.2,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",748,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",750.2,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Trend,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",759.1,nzd,NZD millions
